doctor_id,profile_id,name,specialty,type,room,active
DOC_3972,PROF_4971,Dr. Doctor_3972,Cardiology,Clinic,Room-10,True
DOC_3973,PROF_4972,Dr. Doctor_3973,Medical Clinic,OPD,Room-8,True
DOC_3974,PROF_4973,Dr. Doctor_3974,Medical Clinic,OPD,Room-1,True
DOC_3975,PROF_4974,Dr. Doctor_3975,Cardiology,OPD,Room-30,True
DOC_3976,PROF_4975,Dr. Doctor_3976,Pediatrics,OPD,Room-45,False
DOC_3977,PROF_4976,Dr. Doctor_3977,Cardiology,OPD,Room-14,True
DOC_3978,PROF_4977,Dr. Doctor_3978,Medical Clinic,Clinic,Room-2,True
DOC_3979,PROF_4978,Dr. Doctor_3979,Medical Clinic,Clinic,Room-30,False
DOC_3980,PROF_4979,Dr. Doctor_3980,General OPD,OPD,Room-37,True
DOC_3981,PROF_4980,Dr. Doctor_3981,Orthopedics,OPD,Room-50,True
DOC_3982,PROF_4981,Dr. Doctor_3982,Orthopedics,Clinic,Room-47,False
DOC_3983,PROF_4982,Dr. Doctor_3983,General OPD,Clinic,Room-2,True
DOC_3984,PROF_4983,Dr. Doctor_3984,General OPD,OPD,Room-45,False
DOC_3985,PROF_4984,Dr. Doctor_3985,Cardiology,OPD,Room-37,False
DOC_3986,PROF_4985,Dr. Doctor_3986,Neurology,Clinic,Room-15,True
DOC_3987,PROF_4986,Dr. Doctor_3987,Pediatrics,Clinic,Room-6,True
DOC_3988,PROF_4987,Dr. Doctor_3988,Medical Clinic,Clinic,Room-35,True
DOC_3989,PROF_4988,Dr. Doctor_3989,Pediatrics,Clinic,Room-47,True
DOC_3990,PROF_4989,Dr. Doctor_3990,Pediatrics,Clinic,Room-27,True
DOC_3991,PROF_4990,Dr. Doctor_3991,Neurology,Clinic,Room-24,False
DOC_3992,PROF_4991,Dr. Doctor_3992,Pediatrics,Clinic,Room-10,False
DOC_3993,PROF_4992,Dr. Doctor_3993,Orthopedics,Clinic,Room-24,False
DOC_3994,PROF_4993,Dr. Doctor_3994,Cardiology,Clinic,Room-9,True
DOC_3995,PROF_4994,Dr. Doctor_3995,Pediatrics,Clinic,Room-29,True
DOC_3996,PROF_4995,Dr. Doctor_3996,Cardiology,Clinic,Room-33,True
DOC_3997,PROF_4996,Dr. Doctor_3997,Neurology,Clinic,Room-35,True
DOC_3998,PROF_4997,Dr. Doctor_3998,Neurology,OPD,Room-14,False
DOC_3999,PROF_4998,Dr. Doctor_3999,Cardiology,Clinic,Room-8,True
DOC_4000,PROF_4999,Dr. Doctor_4000,Neurology,OPD,Room-37,True
DOC_4001,PROF_5000,Dr. Doctor_4001,Pediatrics,OPD,Room-48,True
DOC_4002,PROF_5001,Dr. Doctor_4002,Orthopedics,Clinic,Room-32,True
DOC_4003,PROF_5002,Dr. Doctor_4003,Pediatrics,Clinic,Room-36,False
DOC_4004,PROF_5003,Dr. Doctor_4004,Neurology,Clinic,Room-15,True
DOC_4005,PROF_5004,Dr. Doctor_4005,Orthopedics,Clinic,Room-45,True
DOC_4006,PROF_5005,Dr. Doctor_4006,General OPD,Clinic,Room-10,True
DOC_4007,PROF_5006,Dr. Doctor_4007,Orthopedics,OPD,Room-33,True
DOC_4008,PROF_5007,Dr. Doctor_4008,Medical Clinic,OPD,Room-5,True
DOC_4009,PROF_5008,Dr. Doctor_4009,General OPD,Clinic,Room-20,True
DOC_4010,PROF_5009,Dr. Doctor_4010,Neurology,OPD,Room-13,True
DOC_4011,PROF_5010,Dr. Doctor_4011,Cardiology,OPD,Room-19,True
DOC_4012,PROF_5011,Dr. Doctor_4012,General OPD,OPD,Room-50,True
DOC_4013,PROF_5012,Dr. Doctor_4013,Cardiology,Clinic,Room-29,True
DOC_4014,PROF_5013,Dr. Doctor_4014,Medical Clinic,Clinic,Room-43,False
DOC_4015,PROF_5014,Dr. Doctor_4015,Cardiology,Clinic,Room-22,False
DOC_4016,PROF_5015,Dr. Doctor_4016,Pediatrics,OPD,Room-20,False
DOC_4017,PROF_5016,Dr. Doctor_4017,Neurology,Clinic,Room-41,True
DOC_4018,PROF_5017,Dr. Doctor_4018,Orthopedics,Clinic,Room-3,False
DOC_4019,PROF_5018,Dr. Doctor_4019,Pediatrics,Clinic,Room-2,True
DOC_4020,PROF_5019,Dr. Doctor_4020,Orthopedics,Clinic,Room-25,True
DOC_4021,PROF_5020,Dr. Doctor_4021,Medical Clinic,Clinic,Room-44,False
DOC_4022,PROF_5021,Dr. Doctor_4022,Cardiology,Clinic,Room-3,False
DOC_4023,PROF_5022,Dr. Doctor_4023,Cardiology,Clinic,Room-17,True
DOC_4024,PROF_5023,Dr. Doctor_4024,Cardiology,OPD,Room-47,True
DOC_4025,PROF_5024,Dr. Doctor_4025,Medical Clinic,Clinic,Room-48,True
DOC_4026,PROF_5025,Dr. Doctor_4026,General OPD,Clinic,Room-3,True
DOC_4027,PROF_5026,Dr. Doctor_4027,Pediatrics,Clinic,Room-14,False
DOC_4028,PROF_5027,Dr. Doctor_4028,Cardiology,OPD,Room-44,True
DOC_4029,PROF_5028,Dr. Doctor_4029,Neurology,OPD,Room-33,False
DOC_4030,PROF_5029,Dr. Doctor_4030,Cardiology,OPD,Room-30,True
DOC_4031,PROF_5030,Dr. Doctor_4031,Orthopedics,Clinic,Room-35,True
DOC_4032,PROF_5031,Dr. Doctor_4032,Pediatrics,OPD,Room-45,False
DOC_4033,PROF_5032,Dr. Doctor_4033,General OPD,Clinic,Room-19,True
DOC_4034,PROF_5033,Dr. Doctor_4034,Cardiology,Clinic,Room-39,True
DOC_4035,PROF_5034,Dr. Doctor_4035,Medical Clinic,OPD,Room-44,True
DOC_4036,PROF_5035,Dr. Doctor_4036,Cardiology,OPD,Room-31,False
DOC_4037,PROF_5036,Dr. Doctor_4037,General OPD,OPD,Room-25,True
DOC_4038,PROF_5037,Dr. Doctor_4038,Medical Clinic,OPD,Room-20,True
DOC_4039,PROF_5038,Dr. Doctor_4039,General OPD,Clinic,Room-44,False
DOC_4040,PROF_5039,Dr. Doctor_4040,General OPD,Clinic,Room-45,True
DOC_4041,PROF_5040,Dr. Doctor_4041,Cardiology,OPD,Room-9,True
DOC_4042,PROF_5041,Dr. Doctor_4042,Orthopedics,OPD,Room-29,False
DOC_4043,PROF_5042,Dr. Doctor_4043,Pediatrics,Clinic,Room-2,True
DOC_4044,PROF_5043,Dr. Doctor_4044,Orthopedics,OPD,Room-27,False
DOC_4045,PROF_5044,Dr. Doctor_4045,Cardiology,Clinic,Room-28,False
DOC_4046,PROF_5045,Dr. Doctor_4046,Cardiology,OPD,Room-6,True
DOC_4047,PROF_5046,Dr. Doctor_4047,Orthopedics,Clinic,Room-31,False
DOC_4048,PROF_5047,Dr. Doctor_4048,Neurology,OPD,Room-9,True
DOC_4049,PROF_5048,Dr. Doctor_4049,Cardiology,OPD,Room-6,True
DOC_4050,PROF_5049,Dr. Doctor_4050,Orthopedics,OPD,Room-29,True
DOC_4051,PROF_5050,Dr. Doctor_4051,Neurology,Clinic,Room-31,True
DOC_4052,PROF_5051,Dr. Doctor_4052,Orthopedics,OPD,Room-38,False
DOC_4053,PROF_5052,Dr. Doctor_4053,Cardiology,OPD,Room-15,True
DOC_4054,PROF_5053,Dr. Doctor_4054,General OPD,Clinic,Room-9,False
DOC_4055,PROF_5054,Dr. Doctor_4055,Cardiology,Clinic,Room-4,True
DOC_4056,PROF_5055,Dr. Doctor_4056,Cardiology,Clinic,Room-38,True
DOC_4057,PROF_5056,Dr. Doctor_4057,Pediatrics,OPD,Room-21,True
DOC_4058,PROF_5057,Dr. Doctor_4058,Medical Clinic,OPD,Room-13,False
DOC_4059,PROF_5058,Dr. Doctor_4059,Medical Clinic,Clinic,Room-14,True
DOC_4060,PROF_5059,Dr. Doctor_4060,General OPD,Clinic,Room-36,True
DOC_4061,PROF_5060,Dr. Doctor_4061,General OPD,OPD,Room-33,True
DOC_4062,PROF_5061,Dr. Doctor_4062,Cardiology,Clinic,Room-33,True
DOC_4063,PROF_5062,Dr. Doctor_4063,Neurology,OPD,Room-16,False
DOC_4064,PROF_5063,Dr. Doctor_4064,Orthopedics,Clinic,Room-15,True
DOC_4065,PROF_5064,Dr. Doctor_4065,Medical Clinic,OPD,Room-49,False
DOC_4066,PROF_5065,Dr. Doctor_4066,Cardiology,Clinic,Room-50,False
DOC_4067,PROF_5066,Dr. Doctor_4067,Cardiology,OPD,Room-43,True
DOC_4068,PROF_5067,Dr. Doctor_4068,Medical Clinic,Clinic,Room-39,True
DOC_4069,PROF_5068,Dr. Doctor_4069,Orthopedics,OPD,Room-31,False
DOC_4070,PROF_5069,Dr. Doctor_4070,Orthopedics,OPD,Room-16,True
DOC_4071,PROF_5070,Dr. Doctor_4071,Medical Clinic,OPD,Room-28,True
DOC_4072,PROF_5071,Dr. Doctor_4072,Medical Clinic,OPD,Room-36,True
DOC_4073,PROF_5072,Dr. Doctor_4073,Orthopedics,OPD,Room-50,True
DOC_4074,PROF_5073,Dr. Doctor_4074,Pediatrics,Clinic,Room-26,True
DOC_4075,PROF_5074,Dr. Doctor_4075,Medical Clinic,Clinic,Room-20,True
DOC_4076,PROF_5075,Dr. Doctor_4076,Pediatrics,Clinic,Room-33,False
DOC_4077,PROF_5076,Dr. Doctor_4077,Medical Clinic,OPD,Room-31,True
DOC_4078,PROF_5077,Dr. Doctor_4078,Cardiology,Clinic,Room-22,True
DOC_4079,PROF_5078,Dr. Doctor_4079,Pediatrics,Clinic,Room-18,True
DOC_4080,PROF_5079,Dr. Doctor_4080,Neurology,OPD,Room-21,True
DOC_4081,PROF_5080,Dr. Doctor_4081,General OPD,OPD,Room-23,True
DOC_4082,PROF_5081,Dr. Doctor_4082,General OPD,Clinic,Room-34,False
DOC_4083,PROF_5082,Dr. Doctor_4083,Pediatrics,Clinic,Room-39,False
DOC_4084,PROF_5083,Dr. Doctor_4084,Orthopedics,OPD,Room-50,True
DOC_4085,PROF_5084,Dr. Doctor_4085,Orthopedics,Clinic,Room-13,True
DOC_4086,PROF_5085,Dr. Doctor_4086,Orthopedics,Clinic,Room-14,False
DOC_4087,PROF_5086,Dr. Doctor_4087,Neurology,OPD,Room-8,True
DOC_4088,PROF_5087,Dr. Doctor_4088,Orthopedics,OPD,Room-14,True
DOC_4089,PROF_5088,Dr. Doctor_4089,General OPD,Clinic,Room-24,True
DOC_4090,PROF_5089,Dr. Doctor_4090,Medical Clinic,Clinic,Room-46,True
DOC_4091,PROF_5090,Dr. Doctor_4091,Neurology,Clinic,Room-35,True
DOC_4092,PROF_5091,Dr. Doctor_4092,General OPD,Clinic,Room-39,True
DOC_4093,PROF_5092,Dr. Doctor_4093,Pediatrics,OPD,Room-25,False
DOC_4094,PROF_5093,Dr. Doctor_4094,Cardiology,OPD,Room-13,True
DOC_4095,PROF_5094,Dr. Doctor_4095,Medical Clinic,Clinic,Room-36,True
DOC_4096,PROF_5095,Dr. Doctor_4096,Neurology,Clinic,Room-13,True
DOC_4097,PROF_5096,Dr. Doctor_4097,Cardiology,Clinic,Room-41,False
DOC_4098,PROF_5097,Dr. Doctor_4098,Neurology,OPD,Room-31,False
DOC_4099,PROF_5098,Dr. Doctor_4099,Medical Clinic,Clinic,Room-8,True
DOC_4100,PROF_5099,Dr. Doctor_4100,General OPD,OPD,Room-24,True
DOC_4101,PROF_5100,Dr. Doctor_4101,Cardiology,OPD,Room-18,True
DOC_4102,PROF_5101,Dr. Doctor_4102,Neurology,Clinic,Room-9,True
DOC_4103,PROF_5102,Dr. Doctor_4103,Orthopedics,Clinic,Room-14,True
DOC_4104,PROF_5103,Dr. Doctor_4104,Orthopedics,OPD,Room-1,True
DOC_4105,PROF_5104,Dr. Doctor_4105,Pediatrics,Clinic,Room-19,False
DOC_4106,PROF_5105,Dr. Doctor_4106,General OPD,OPD,Room-15,True
DOC_4107,PROF_5106,Dr. Doctor_4107,Neurology,Clinic,Room-16,True
DOC_4108,PROF_5107,Dr. Doctor_4108,Cardiology,Clinic,Room-49,True
DOC_4109,PROF_5108,Dr. Doctor_4109,General OPD,Clinic,Room-14,True
DOC_4110,PROF_5109,Dr. Doctor_4110,General OPD,OPD,Room-37,True
DOC_4111,PROF_5110,Dr. Doctor_4111,Medical Clinic,OPD,Room-7,True
DOC_4112,PROF_5111,Dr. Doctor_4112,Medical Clinic,OPD,Room-16,False
DOC_4113,PROF_5112,Dr. Doctor_4113,Neurology,OPD,Room-12,True
DOC_4114,PROF_5113,Dr. Doctor_4114,Pediatrics,OPD,Room-1,True
DOC_4115,PROF_5114,Dr. Doctor_4115,Orthopedics,Clinic,Room-28,False
DOC_4116,PROF_5115,Dr. Doctor_4116,Medical Clinic,OPD,Room-15,True
DOC_4117,PROF_5116,Dr. Doctor_4117,Cardiology,Clinic,Room-46,False
DOC_4118,PROF_5117,Dr. Doctor_4118,Medical Clinic,OPD,Room-48,False
DOC_4119,PROF_5118,Dr. Doctor_4119,Neurology,Clinic,Room-2,True
DOC_4120,PROF_5119,Dr. Doctor_4120,General OPD,Clinic,Room-28,True
DOC_4121,PROF_5120,Dr. Doctor_4121,Pediatrics,OPD,Room-32,False
DOC_4122,PROF_5121,Dr. Doctor_4122,Medical Clinic,OPD,Room-24,True
DOC_4123,PROF_5122,Dr. Doctor_4123,Orthopedics,OPD,Room-39,False
DOC_4124,PROF_5123,Dr. Doctor_4124,General OPD,Clinic,Room-14,True
DOC_4125,PROF_5124,Dr. Doctor_4125,Pediatrics,Clinic,Room-26,True
DOC_4126,PROF_5125,Dr. Doctor_4126,General OPD,Clinic,Room-15,False
DOC_4127,PROF_5126,Dr. Doctor_4127,Neurology,Clinic,Room-2,True
DOC_4128,PROF_5127,Dr. Doctor_4128,Orthopedics,OPD,Room-29,True
DOC_4129,PROF_5128,Dr. Doctor_4129,Medical Clinic,Clinic,Room-24,False
DOC_4130,PROF_5129,Dr. Doctor_4130,Cardiology,Clinic,Room-28,False
DOC_4131,PROF_5130,Dr. Doctor_4131,Medical Clinic,OPD,Room-28,True
DOC_4132,PROF_5131,Dr. Doctor_4132,Pediatrics,OPD,Room-18,True
DOC_4133,PROF_5132,Dr. Doctor_4133,Pediatrics,Clinic,Room-11,True
DOC_4134,PROF_5133,Dr. Doctor_4134,General OPD,OPD,Room-3,False
DOC_4135,PROF_5134,Dr. Doctor_4135,Pediatrics,OPD,Room-49,True
DOC_4136,PROF_5135,Dr. Doctor_4136,Cardiology,OPD,Room-6,True
DOC_4137,PROF_5136,Dr. Doctor_4137,Pediatrics,OPD,Room-34,True
DOC_4138,PROF_5137,Dr. Doctor_4138,Medical Clinic,OPD,Room-19,True
DOC_4139,PROF_5138,Dr. Doctor_4139,Medical Clinic,Clinic,Room-12,True
DOC_4140,PROF_5139,Dr. Doctor_4140,Medical Clinic,Clinic,Room-11,True
DOC_4141,PROF_5140,Dr. Doctor_4141,General OPD,OPD,Room-40,True
DOC_4142,PROF_5141,Dr. Doctor_4142,Neurology,OPD,Room-19,False
DOC_4143,PROF_5142,Dr. Doctor_4143,Medical Clinic,OPD,Room-16,True
DOC_4144,PROF_5143,Dr. Doctor_4144,General OPD,OPD,Room-5,True
DOC_4145,PROF_5144,Dr. Doctor_4145,Pediatrics,OPD,Room-35,True
DOC_4146,PROF_5145,Dr. Doctor_4146,Medical Clinic,Clinic,Room-47,True
DOC_4147,PROF_5146,Dr. Doctor_4147,General OPD,OPD,Room-16,True
DOC_4148,PROF_5147,Dr. Doctor_4148,Pediatrics,OPD,Room-50,True
DOC_4149,PROF_5148,Dr. Doctor_4149,Neurology,OPD,Room-33,True
DOC_4150,PROF_5149,Dr. Doctor_4150,Medical Clinic,OPD,Room-11,True
DOC_4151,PROF_5150,Dr. Doctor_4151,Medical Clinic,OPD,Room-9,True
DOC_4152,PROF_5151,Dr. Doctor_4152,Neurology,Clinic,Room-37,True
DOC_4153,PROF_5152,Dr. Doctor_4153,Medical Clinic,OPD,Room-30,True
DOC_4154,PROF_5153,Dr. Doctor_4154,Orthopedics,OPD,Room-46,True
DOC_4155,PROF_5154,Dr. Doctor_4155,General OPD,OPD,Room-5,False
DOC_4156,PROF_5155,Dr. Doctor_4156,General OPD,OPD,Room-19,False
DOC_4157,PROF_5156,Dr. Doctor_4157,Neurology,Clinic,Room-44,False
DOC_4158,PROF_5157,Dr. Doctor_4158,Neurology,Clinic,Room-34,False
DOC_4159,PROF_5158,Dr. Doctor_4159,Orthopedics,Clinic,Room-39,False
DOC_4160,PROF_5159,Dr. Doctor_4160,Pediatrics,Clinic,Room-11,False
DOC_4161,PROF_5160,Dr. Doctor_4161,General OPD,OPD,Room-14,True
DOC_4162,PROF_5161,Dr. Doctor_4162,Neurology,Clinic,Room-20,True
DOC_4163,PROF_5162,Dr. Doctor_4163,Neurology,Clinic,Room-25,False
DOC_4164,PROF_5163,Dr. Doctor_4164,Pediatrics,Clinic,Room-2,True
DOC_4165,PROF_5164,Dr. Doctor_4165,Medical Clinic,OPD,Room-49,True
DOC_4166,PROF_5165,Dr. Doctor_4166,General OPD,Clinic,Room-50,True
DOC_4167,PROF_5166,Dr. Doctor_4167,Medical Clinic,OPD,Room-42,True
DOC_4168,PROF_5167,Dr. Doctor_4168,Medical Clinic,OPD,Room-10,True
DOC_4169,PROF_5168,Dr. Doctor_4169,General OPD,Clinic,Room-17,False
DOC_4170,PROF_5169,Dr. Doctor_4170,Medical Clinic,Clinic,Room-46,False
DOC_4171,PROF_5170,Dr. Doctor_4171,Pediatrics,OPD,Room-30,True
DOC_4172,PROF_5171,Dr. Doctor_4172,Medical Clinic,OPD,Room-16,True
DOC_4173,PROF_5172,Dr. Doctor_4173,Orthopedics,OPD,Room-19,True
DOC_4174,PROF_5173,Dr. Doctor_4174,Cardiology,Clinic,Room-30,False
DOC_4175,PROF_5174,Dr. Doctor_4175,Orthopedics,Clinic,Room-5,True
DOC_4176,PROF_5175,Dr. Doctor_4176,Pediatrics,Clinic,Room-3,False
DOC_4177,PROF_5176,Dr. Doctor_4177,Cardiology,Clinic,Room-22,True
DOC_4178,PROF_5177,Dr. Doctor_4178,Pediatrics,OPD,Room-1,True
DOC_4179,PROF_5178,Dr. Doctor_4179,General OPD,Clinic,Room-4,True
DOC_4180,PROF_5179,Dr. Doctor_4180,Neurology,OPD,Room-41,True
DOC_4181,PROF_5180,Dr. Doctor_4181,Cardiology,Clinic,Room-26,True
DOC_4182,PROF_5181,Dr. Doctor_4182,Neurology,Clinic,Room-23,True
DOC_4183,PROF_5182,Dr. Doctor_4183,Pediatrics,Clinic,Room-4,True
DOC_4184,PROF_5183,Dr. Doctor_4184,Medical Clinic,Clinic,Room-28,True
DOC_4185,PROF_5184,Dr. Doctor_4185,Orthopedics,OPD,Room-10,False
DOC_4186,PROF_5185,Dr. Doctor_4186,Pediatrics,Clinic,Room-47,True
DOC_4187,PROF_5186,Dr. Doctor_4187,General OPD,OPD,Room-49,True
DOC_4188,PROF_5187,Dr. Doctor_4188,Cardiology,Clinic,Room-18,False
DOC_4189,PROF_5188,Dr. Doctor_4189,General OPD,OPD,Room-3,True
DOC_4190,PROF_5189,Dr. Doctor_4190,Cardiology,OPD,Room-13,False
DOC_4191,PROF_5190,Dr. Doctor_4191,Neurology,OPD,Room-27,True
DOC_4192,PROF_5191,Dr. Doctor_4192,Medical Clinic,Clinic,Room-14,True
DOC_4193,PROF_5192,Dr. Doctor_4193,Cardiology,OPD,Room-3,True
DOC_4194,PROF_5193,Dr. Doctor_4194,Orthopedics,Clinic,Room-5,True
DOC_4195,PROF_5194,Dr. Doctor_4195,Medical Clinic,OPD,Room-44,False
DOC_4196,PROF_5195,Dr. Doctor_4196,Cardiology,OPD,Room-43,False
DOC_4197,PROF_5196,Dr. Doctor_4197,Pediatrics,Clinic,Room-31,True
DOC_4198,PROF_5197,Dr. Doctor_4198,Neurology,Clinic,Room-41,True
DOC_4199,PROF_5198,Dr. Doctor_4199,Neurology,OPD,Room-43,True
DOC_4200,PROF_5199,Dr. Doctor_4200,Neurology,OPD,Room-15,True
DOC_4201,PROF_5200,Dr. Doctor_4201,Medical Clinic,Clinic,Room-18,True
DOC_4202,PROF_5201,Dr. Doctor_4202,Neurology,Clinic,Room-32,False
DOC_4203,PROF_5202,Dr. Doctor_4203,Cardiology,Clinic,Room-17,True
DOC_4204,PROF_5203,Dr. Doctor_4204,General OPD,OPD,Room-15,True
DOC_4205,PROF_5204,Dr. Doctor_4205,Medical Clinic,OPD,Room-7,True
DOC_4206,PROF_5205,Dr. Doctor_4206,Medical Clinic,Clinic,Room-27,True
DOC_4207,PROF_5206,Dr. Doctor_4207,Pediatrics,OPD,Room-16,True
DOC_4208,PROF_5207,Dr. Doctor_4208,Neurology,Clinic,Room-43,True
DOC_4209,PROF_5208,Dr. Doctor_4209,Pediatrics,OPD,Room-28,False
DOC_4210,PROF_5209,Dr. Doctor_4210,Medical Clinic,OPD,Room-27,False
DOC_4211,PROF_5210,Dr. Doctor_4211,Cardiology,Clinic,Room-24,True
DOC_4212,PROF_5211,Dr. Doctor_4212,Pediatrics,OPD,Room-32,False
DOC_4213,PROF_5212,Dr. Doctor_4213,Medical Clinic,OPD,Room-26,False
DOC_4214,PROF_5213,Dr. Doctor_4214,General OPD,Clinic,Room-16,True
DOC_4215,PROF_5214,Dr. Doctor_4215,Pediatrics,OPD,Room-39,True
DOC_4216,PROF_5215,Dr. Doctor_4216,Neurology,Clinic,Room-6,True
DOC_4217,PROF_5216,Dr. Doctor_4217,Cardiology,OPD,Room-48,True
DOC_4218,PROF_5217,Dr. Doctor_4218,General OPD,Clinic,Room-32,True
DOC_4219,PROF_5218,Dr. Doctor_4219,Orthopedics,OPD,Room-4,True
DOC_4220,PROF_5219,Dr. Doctor_4220,Medical Clinic,OPD,Room-3,True
DOC_4221,PROF_5220,Dr. Doctor_4221,Pediatrics,Clinic,Room-44,True
DOC_4222,PROF_5221,Dr. Doctor_4222,Orthopedics,OPD,Room-3,True
DOC_4223,PROF_5222,Dr. Doctor_4223,Pediatrics,Clinic,Room-7,True
DOC_4224,PROF_5223,Dr. Doctor_4224,Neurology,OPD,Room-3,True
DOC_4225,PROF_5224,Dr. Doctor_4225,General OPD,OPD,Room-26,False
DOC_4226,PROF_5225,Dr. Doctor_4226,Cardiology,Clinic,Room-38,True
DOC_4227,PROF_5226,Dr. Doctor_4227,Neurology,OPD,Room-40,True
DOC_4228,PROF_5227,Dr. Doctor_4228,General OPD,OPD,Room-30,True
DOC_4229,PROF_5228,Dr. Doctor_4229,General OPD,OPD,Room-32,True
DOC_4230,PROF_5229,Dr. Doctor_4230,Orthopedics,Clinic,Room-3,False
DOC_4231,PROF_5230,Dr. Doctor_4231,Pediatrics,OPD,Room-45,False
DOC_4232,PROF_5231,Dr. Doctor_4232,Medical Clinic,Clinic,Room-33,True
DOC_4233,PROF_5232,Dr. Doctor_4233,Pediatrics,Clinic,Room-27,True
DOC_4234,PROF_5233,Dr. Doctor_4234,Pediatrics,Clinic,Room-14,True
DOC_4235,PROF_5234,Dr. Doctor_4235,Medical Clinic,OPD,Room-46,True
DOC_4236,PROF_5235,Dr. Doctor_4236,Cardiology,OPD,Room-4,True
DOC_4237,PROF_5236,Dr. Doctor_4237,General OPD,OPD,Room-29,True
DOC_4238,PROF_5237,Dr. Doctor_4238,General OPD,OPD,Room-19,True
DOC_4239,PROF_5238,Dr. Doctor_4239,Orthopedics,Clinic,Room-38,True
DOC_4240,PROF_5239,Dr. Doctor_4240,Orthopedics,Clinic,Room-28,False
DOC_4241,PROF_5240,Dr. Doctor_4241,Cardiology,Clinic,Room-46,True
DOC_4242,PROF_5241,Dr. Doctor_4242,Medical Clinic,OPD,Room-24,True
DOC_4243,PROF_5242,Dr. Doctor_4243,Medical Clinic,OPD,Room-23,True
DOC_4244,PROF_5243,Dr. Doctor_4244,Cardiology,OPD,Room-17,False
DOC_4245,PROF_5244,Dr. Doctor_4245,General OPD,Clinic,Room-30,False
DOC_4246,PROF_5245,Dr. Doctor_4246,Orthopedics,Clinic,Room-29,True
DOC_4247,PROF_5246,Dr. Doctor_4247,Pediatrics,Clinic,Room-43,True
DOC_4248,PROF_5247,Dr. Doctor_4248,Neurology,OPD,Room-1,True
DOC_4249,PROF_5248,Dr. Doctor_4249,Pediatrics,Clinic,Room-6,False
DOC_4250,PROF_5249,Dr. Doctor_4250,Pediatrics,OPD,Room-3,True
DOC_4251,PROF_5250,Dr. Doctor_4251,General OPD,Clinic,Room-18,True
DOC_4252,PROF_5251,Dr. Doctor_4252,Orthopedics,OPD,Room-27,True
DOC_4253,PROF_5252,Dr. Doctor_4253,Cardiology,Clinic,Room-46,True
DOC_4254,PROF_5253,Dr. Doctor_4254,Neurology,Clinic,Room-22,True
DOC_4255,PROF_5254,Dr. Doctor_4255,Cardiology,Clinic,Room-50,True
DOC_4256,PROF_5255,Dr. Doctor_4256,General OPD,OPD,Room-22,True
DOC_4257,PROF_5256,Dr. Doctor_4257,Neurology,Clinic,Room-34,True
DOC_4258,PROF_5257,Dr. Doctor_4258,Medical Clinic,OPD,Room-30,True
DOC_4259,PROF_5258,Dr. Doctor_4259,Neurology,Clinic,Room-3,True
DOC_4260,PROF_5259,Dr. Doctor_4260,Pediatrics,OPD,Room-27,True
DOC_4261,PROF_5260,Dr. Doctor_4261,Medical Clinic,Clinic,Room-30,True
DOC_4262,PROF_5261,Dr. Doctor_4262,Pediatrics,OPD,Room-29,True
DOC_4263,PROF_5262,Dr. Doctor_4263,Pediatrics,OPD,Room-15,True
DOC_4264,PROF_5263,Dr. Doctor_4264,Medical Clinic,Clinic,Room-1,True
DOC_4265,PROF_5264,Dr. Doctor_4265,Cardiology,OPD,Room-29,True
DOC_4266,PROF_5265,Dr. Doctor_4266,Medical Clinic,OPD,Room-28,True
DOC_4267,PROF_5266,Dr. Doctor_4267,Cardiology,Clinic,Room-35,False
DOC_4268,PROF_5267,Dr. Doctor_4268,Cardiology,Clinic,Room-50,True
DOC_4269,PROF_5268,Dr. Doctor_4269,Medical Clinic,OPD,Room-35,True
DOC_4270,PROF_5269,Dr. Doctor_4270,Cardiology,OPD,Room-25,True
DOC_4271,PROF_5270,Dr. Doctor_4271,General OPD,OPD,Room-1,False
DOC_4272,PROF_5271,Dr. Doctor_4272,Cardiology,Clinic,Room-42,True
DOC_4273,PROF_5272,Dr. Doctor_4273,Medical Clinic,OPD,Room-7,True
DOC_4274,PROF_5273,Dr. Doctor_4274,Orthopedics,Clinic,Room-11,True
DOC_4275,PROF_5274,Dr. Doctor_4275,Orthopedics,Clinic,Room-27,True
DOC_4276,PROF_5275,Dr. Doctor_4276,Medical Clinic,OPD,Room-47,True
DOC_4277,PROF_5276,Dr. Doctor_4277,Pediatrics,OPD,Room-49,True
DOC_4278,PROF_5277,Dr. Doctor_4278,Pediatrics,OPD,Room-5,True
DOC_4279,PROF_5278,Dr. Doctor_4279,Cardiology,OPD,Room-16,True
DOC_4280,PROF_5279,Dr. Doctor_4280,Pediatrics,OPD,Room-8,False
DOC_4281,PROF_5280,Dr. Doctor_4281,Pediatrics,OPD,Room-33,False
DOC_4282,PROF_5281,Dr. Doctor_4282,Neurology,OPD,Room-31,True
DOC_4283,PROF_5282,Dr. Doctor_4283,Cardiology,Clinic,Room-6,True
DOC_4284,PROF_5283,Dr. Doctor_4284,General OPD,Clinic,Room-13,True
DOC_4285,PROF_5284,Dr. Doctor_4285,Orthopedics,OPD,Room-40,True
DOC_4286,PROF_5285,Dr. Doctor_4286,Cardiology,OPD,Room-10,True
DOC_4287,PROF_5286,Dr. Doctor_4287,General OPD,OPD,Room-31,True
DOC_4288,PROF_5287,Dr. Doctor_4288,Cardiology,Clinic,Room-25,False
DOC_4289,PROF_5288,Dr. Doctor_4289,Cardiology,Clinic,Room-14,True
